customer_id,age,tenure_months,monthly_charges,contract,churn
cust-707,23,34,107.36,one-year,1
cust-708,75,0,43.35,one-year,1
cust-709,74,4,90.21,month-to-month,1
cust-710,36,12,29.50,one-year,0
cust-711,64,27,58.82,two-year,0
cust-712,63,45,53.56,two-year,0
cust-713,47,64,71.40,month-to-month,0
cust-714,34,71,35.72,two-year,0
cust-715,61,12,96.81,two-year,0
cust-716,74,7,106.91,one-year,0
cust-717,70,35,110.92,month-to-month,1
cust-718,36,36,70.69,one-year,1
cust-719,45,61,106.45,two-year,0
cust-720,59,13,114.77,two-year,0
cust-721,57,36,75.58,two-year,0
cust-722,34,4,117.16,one-year,1
cust-723,53,62,28.78,one-year,0
cust-724,45,14,29.50,month-to-month,1
cust-725,33,13,52.60,one-year,1
cust-726,21,56,45.77,one-year,0
cust-727,57,60,54.07,month-to-month,0
cust-728,24,6,96.85,one-year,1
cust-729,26,51,29.05,two-year,0
cust-730,70,42,64.79,two-year,0
cust-731,29,4,24.02,one-year,0
cust-732,30,29,29.11,two-year,0
cust-733,59,3,69.03,two-year,1
cust-734,43,36,62.74,one-year,0
cust-735,19,9,30.21,one-year,1
cust-736,50,44,41.07,two-year,0
cust-737,28,46,86.72,month-to-month,0
cust-738,67,54,38.30,one-year,0
cust-739,45,13,46.84,month-to-month,0
cust-740,60,44,26.50,month-to-month,1
cust-741,49,53,25.96,month-to-month,1
cust-742,39,1,98.41,two-year,0
cust-743,75,24,72.13,two-year,0
cust-744,56,28,84.70,two-year,0
cust-745,61,13,20.24,one-year,1
cust-746,34,55,61.33,one-year,0
cust-747,42,56,99.15,two-year,0
cust-748,45,70,93.32,month-to-month,1
cust-749,70,51,28.59,one-year,0
cust-750,44,71,73.87,two-year,0
cust-751,61,50,117.73,month-to-month,0
cust-752,65,0,111.18,month-to-month,1
cust-753,47,45,22.23,month-to-month,1
cust-754,19,71,43.81,two-year,0
cust-755,24,39,45.09,one-year,0
cust-756,70,49,85.74,month-to-month,0
cust-757,59,28,51.05,two-year,0
cust-758,43,31,115.43,month-to-month,1
cust-759,59,28,81.92,two-year,0
cust-760,54,6,48.10,one-year,0
cust-761,49,42,109.80,month-to-month,1
cust-762,33,11,31.57,one-year,1
cust-763,51,70,25.71,two-year,0
cust-764,51,20,36.95,two-year,0
cust-765,64,37,72.89,one-year,0
cust-766,47,54,117.40,one-year,0
cust-767,77,17,38.66,month-to-month,1
cust-768,63,67,60.02,two-year,0
cust-769,62,21,106.35,month-to-month,0
cust-770,69,10,76.59,one-year,0
cust-771,20,9,22.01,one-year,0
cust-772,44,23,48.24,month-to-month,1
cust-773,59,19,60.92,month-to-month,0
cust-774,77,68,25.77,two-year,0
cust-775,43,29,111.76,one-year,0
cust-776,31,10,59.62,one-year,0
cust-777,73,67,51.16,month-to-month,0
cust-778,39,19,88.11,month-to-month,0
cust-779,31,50,34.49,two-year,0
cust-780,62,10,80.22,two-year,0
cust-781,46,64,41.49,month-to-month,0
cust-782,72,34,93.15,one-year,0
cust-783,74,46,55.18,one-year,0
cust-784,24,48,49.10,month-to-month,0
cust-785,57,62,105.23,two-year,0
cust-786,35,24,74.91,one-year,0
cust-787,54,12,35.39,one-year,0
cust-788,30,12,112.22,one-year,0
cust-789,66,37,22.42,one-year,1
cust-790,19,41,61.79,one-year,0
cust-791,34,51,96.90,month-to-month,1
cust-792,67,58,47.03,two-year,0
cust-793,49,34,36.19,month-to-month,0
cust-794,32,12,73.34,two-year,0
cust-795,44,13,94.71,one-year,0
cust-796,71,38,21.75,month-to-month,1
cust-797,26,41,72.74,one-year,0
cust-798,32,2,104.00,one-year,0
cust-799,31,44,60.98,month-to-month,0
cust-800,57,18,118.31,one-year,0
cust-801,20,1,89.61,two-year,1
cust-802,66,26,26.65,month-to-month,0
cust-803,60,30,119.32,one-year,0
cust-804,31,20,97.71,month-to-month,1
cust-805,67,9,97.24,month-to-month,1
cust-806,73,12,99.27,month-to-month,0
cust-807,71,23,54.68,one-year,0
cust-808,41,31,77.49,month-to-month,0
cust-809,29,36,89.25,one-year,0
cust-810,72,68,90.88,two-year,0
cust-811,54,43,114.16,one-year,0
cust-812,37,24,33.92,one-year,0
cust-813,31,59,24.70,two-year,0
cust-814,24,14,20.89,two-year,0
cust-815,43,40,91.48,one-year,1
cust-816,73,52,63.91,two-year,0
cust-817,31,7,37.70,one-year,1
cust-818,27,7,83.37,month-to-month,1
cust-819,48,29,58.23,two-year,0
cust-820,68,42,47.87,two-year,0
cust-821,37,62,60.57,two-year,0
cust-822,34,45,96.48,month-to-month,0
cust-823,24,31,109.45,month-to-month,0
cust-824,41,21,85.64,two-year,0
cust-825,64,55,73.78,month-to-month,1
cust-826,42,34,69.02,one-year,0
cust-827,69,24,100.40,two-year,0
cust-828,35,68,42.83,two-year,0
cust-829,33,51,84.49,one-year,0
cust-830,56,9,30.14,two-year,0
cust-831,47,29,36.03,two-year,0
cust-832,41,14,117.53,month-to-month,0
cust-833,75,54,32.82,month-to-month,1
cust-834,38,16,54.08,two-year,0
cust-835,40,22,106.40,two-year,0
cust-836,63,17,84.68,two-year,0
cust-837,23,10,73.55,month-to-month,1
cust-838,53,70,40.25,month-to-month,0
cust-839,43,26,41.22,month-to-month,1
cust-840,28,47,65.31,two-year,0
cust-841,75,34,27.53,one-year,0
cust-842,25,10,96.35,one-year,0
cust-843,53,9,52.44,two-year,0
cust-844,41,34,38.02,month-to-month,1
cust-845,75,14,46.79,two-year,1
cust-846,74,40,96.91,month-to-month,1
cust-847,28,65,78.55,two-year,0
cust-848,33,66,92.38,one-year,0
cust-849,51,21,59.23,one-year,0
cust-850,76,60,65.98,two-year,0
cust-851,74,27,67.72,month-to-month,1
cust-852,61,9,68.58,one-year,0
cust-853,51,55,45.70,one-year,0
cust-854,62,67,85.82,two-year,0
cust-855,70,28,43.23,two-year,1
cust-856,57,36,77.85,one-year,0
cust-857,25,57,67.86,two-year,1
cust-858,50,69,95.87,two-year,0
cust-859,49,0,36.73,one-year,1
cust-860,31,63,110.83,two-year,0
cust-861,70,3,34.22,two-year,0
cust-862,51,47,62.40,month-to-month,1
cust-863,44,55,63.96,month-to-month,1
cust-864,73,45,119.41,month-to-month,1
cust-865,54,66,75.61,month-to-month,0
cust-866,18,56,66.07,month-to-month,1
cust-867,75,70,109.77,two-year,1
cust-868,40,5,68.10,month-to-month,1
cust-869,75,40,80.56,month-to-month,0
cust-870,44,47,59.07,one-year,0
cust-871,52,16,39.35,one-year,0
cust-872,77,32,110.47,two-year,0
cust-873,67,0,100.65,two-year,0
cust-874,48,36,20.51,month-to-month,1
cust-875,63,63,30.98,one-year,0
cust-876,46,7,50.37,one-year,1
cust-877,56,58,64.32,one-year,0
cust-878,35,59,62.02,two-year,0
cust-879,45,37,28.41,one-year,1
cust-880,24,29,29.50,two-year,0
cust-881,77,12,42.35,one-year,0
cust-882,56,4,55.39,month-to-month,0
cust-883,66,20,89.77,two-year,0
cust-884,54,66,97.41,two-year,1
cust-885,56,57,25.98,month-to-month,1
cust-886,59,42,70.63,two-year,1
cust-887,26,17,117.48,two-year,0
cust-888,52,2,38.33,month-to-month,0
cust-889,56,8,42.76,one-year,1
cust-890,35,38,119.12,month-to-month,1
cust-891,18,27,105.70,one-year,0
cust-892,72,37,74.98,one-year,0
cust-893,44,66,25.13,one-year,0
cust-894,36,59,27.09,month-to-month,1
cust-895,48,17,36.29,two-year,1
cust-896,66,14,90.18,month-to-month,1
cust-897,54,3,115.72,one-year,1
cust-898,33,34,71.31,one-year,0
cust-899,75,31,42.60,one-year,1
cust-900,20,55,26.06,one-year,0
cust-901,39,45,71.79,two-year,0
cust-902,39,66,92.89,one-year,0
cust-903,32,59,118.78,two-year,1
cust-904,39,7,55.83,month-to-month,1
cust-905,35,12,56.39,one-year,0
cust-906,61,51,74.59,one-year,0
cust-907,50,52,116.89,two-year,0
cust-908,71,21,55.19,two-year,0
cust-909,19,37,49.36,two-year,0
cust-910,64,7,48.42,two-year,0
cust-911,39,40,83.19,one-year,0
cust-912,39,60,28.10,month-to-month,0
cust-913,30,6,50.89,one-year,1
cust-914,30,28,25.76,two-year,0
cust-915,65,19,99.06,one-year,0
cust-916,68,52,35.97,two-year,0
cust-917,18,70,109.79,one-year,0
cust-918,27,16,55.00,month-to-month,0
cust-919,68,66,82.71,one-year,0
cust-920,40,64,32.01,two-year,0
cust-921,19,2,77.19,month-to-month,1
cust-922,53,16,33.75,two-year,0
cust-923,27,67,64.07,month-to-month,1
cust-924,22,34,62.68,one-year,0
cust-925,62,59,21.63,one-year,0
cust-926,23,25,45.10,month-to-month,1
cust-927,26,69,44.42,two-year,0
cust-928,32,52,89.51,month-to-month,1
cust-929,25,10,104.37,two-year,0
cust-930,61,65,56.46,one-year,1
cust-931,54,53,79.68,one-year,1
cust-932,44,0,41.85,one-year,1
cust-933,75,41,107.05,one-year,0
cust-934,69,12,36.74,two-year,0
cust-935,74,62,79.99,two-year,0
cust-936,24,65,34.94,month-to-month,1
cust-937,32,30,95.59,month-to-month,0
cust-938,58,33,22.75,two-year,0
cust-939,24,11,86.49,month-to-month,1
cust-940,33,5,54.04,two-year,0
cust-941,22,31,44.15,two-year,0
cust-942,43,27,81.90,two-year,0
cust-943,67,60,24.14,two-year,0
cust-944,32,69,117.32,month-to-month,0
cust-945,56,52,27.87,month-to-month,0
cust-946,49,59,58.03,two-year,0
cust-947,62,4,63.54,two-year,1
cust-948,65,53,27.77,two-year,0
cust-949,25,31,54.39,one-year,0
cust-950,51,25,67.96,two-year,0
cust-951,61,43,78.71,one-year,0
cust-952,34,54,117.59,month-to-month,0
cust-953,32,26,93.69,month-to-month,0
cust-954,76,28,78.06,month-to-month,0
cust-955,31,30,97.95,two-year,1
cust-956,62,69,119.54,month-to-month,1
cust-957,22,68,33.68,one-year,0
cust-958,71,4,43.02,one-year,0
cust-959,64,70,102.50,one-year,0
cust-960,60,14,58.54,month-to-month,1
cust-961,22,41,93.04,month-to-month,1
cust-962,59,58,54.26,month-to-month,0
cust-963,43,42,112.60,month-to-month,1
cust-964,36,5,83.37,two-year,0
cust-965,57,3,89.60,two-year,0
cust-966,46,60,97.93,two-year,0
cust-967,23,18,75.78,two-year,1
cust-968,45,50,68.81,month-to-month,0
cust-969,63,48,86.67,two-year,0
cust-970,36,68,21.14,one-year,0
cust-971,34,1,72.94,month-to-month,0
cust-972,32,30,26.15,one-year,1
cust-973,70,33,20.46,one-year,0
cust-974,18,9,106.99,two-year,1
cust-975,38,10,73.87,two-year,0
cust-976,61,60,110.95,two-year,0
cust-977,39,68,91.34,two-year,0
cust-978,31,37,59.24,two-year,0
cust-979,51,37,28.60,month-to-month,0
cust-980,46,34,93.57,month-to-month,1
cust-981,50,57,55.96,one-year,0
cust-982,25,26,81.38,month-to-month,0
cust-983,63,11,55.86,one-year,1
cust-984,50,46,114.99,one-year,0
cust-985,31,14,84.16,two-year,0
cust-986,26,64,90.33,one-year,0
cust-987,32,50,112.95,one-year,0
cust-988,63,7,47.71,two-year,0
cust-989,33,31,117.76,month-to-month,0
cust-990,74,49,41.32,two-year,0
cust-991,76,0,101.26,one-year,0
cust-992,61,65,103.06,one-year,1
cust-993,48,34,45.70,two-year,0
cust-994,62,4,56.06,month-to-month,0
cust-995,68,46,91.64,month-to-month,0
cust-996,76,63,76.43,one-year,0
cust-997,67,38,64.91,one-year,0
cust-998,54,63,63.31,two-year,0
cust-999,52,25,75.10,one-year,0
cust-1000,70,61,21.00,one-year,0
cust-1001,24,71,62.06,month-to-month,1
cust-1002,66,5,42.03,one-year,0
cust-1003,58,68,46.69,month-to-month,0
cust-1004,41,59,108.00,month-to-month,1
cust-1005,67,16,95.96,month-to-month,0
cust-1006,47,63,26.40,month-to-month,0
cust-1007,26,10,107.89,two-year,1
cust-1008,45,32,52.58,month-to-month,0
cust-1009,53,29,35.80,one-year,0
cust-1010,72,38,118.24,one-year,0
cust-1011,58,66,67.99,one-year,1
cust-1012,32,36,36.59,two-year,0
cust-1013,30,58,38.83,month-to-month,1
cust-1014,51,59,63.35,month-to-month,1
cust-1015,68,0,118.26,month-to-month,0
cust-1016,63,64,89.33,two-year,0
cust-1017,73,28,48.69,two-year,0
cust-1018,20,52,99.88,month-to-month,0
cust-1019,75,56,62.60,one-year,0
cust-1020,48,5,35.74,two-year,0
cust-1021,60,17,76.97,one-year,0
cust-1022,57,52,102.54,one-year,0
cust-1023,70,59,29.76,month-to-month,1
cust-1024,38,29,22.76,one-year,0
cust-1025,38,35,35.98,one-year,1
cust-1026,25,30,55.80,month-to-month,1
cust-1027,31,29,87.02,two-year,0
cust-1028,38,64,54.77,month-to-month,1
cust-1029,75,60,38.71,two-year,0
cust-1030,61,12,58.55,month-to-month,1
cust-1031,27,0,77.03,month-to-month,1
cust-1032,48,54,64.92,month-to-month,0
cust-1033,48,12,58.09,one-year,0
cust-1034,66,48,80.41,two-year,0
cust-1035,64,55,110.29,two-year,0
cust-1036,47,32,31.04,two-year,0
cust-1037,33,2,53.43,two-year,0
cust-1038,19,43,97.76,two-year,1
cust-1039,48,60,47.86,two-year,0
cust-1040,20,61,20.44,two-year,0
cust-1041,38,5,91.57,two-year,0
cust-1042,76,42,75.39,month-to-month,0
cust-1043,37,40,86.04,two-year,0
cust-1044,35,17,62.74,month-to-month,0
cust-1045,29,15,75.87,month-to-month,0
cust-1046,51,3,80.72,two-year,1
cust-1047,46,65,68.53,month-to-month,1
cust-1048,40,16,42.45,two-year,0
cust-1049,53,62,77.14,one-year,1
cust-1050,29,42,45.36,one-year,1
cust-1051,41,5,79.60,two-year,0
cust-1052,44,7,59.54,month-to-month,0
cust-1053,33,11,101.73,one-year,1
cust-1054,42,3,52.68,month-to-month,1
cust-1055,55,55,98.01,two-year,0
cust-1056,22,47,31.58,month-to-month,0
cust-1057,30,32,78.94,one-year,0
cust-1058,31,23,71.88,month-to-month,1
cust-1059,18,57,92.52,one-year,0
cust-1060,46,18,32.89,two-year,0
cust-1061,59,4,45.66,month-to-month,0
cust-1062,33,55,33.75,two-year,0
cust-1063,65,62,37.11,two-year,0
cust-1064,34,27,78.57,month-to-month,0
cust-1065,42,8,95.20,two-year,0
cust-1066,64,51,41.02,month-to-month,0
cust-1067,37,38,85.12,one-year,0
cust-1068,26,35,29.18,one-year,0
cust-1069,53,56,110.00,month-to-month,1
cust-1070,21,25,45.15,one-year,0
cust-1071,59,26,84.51,one-year,0
cust-1072,53,30,35.44,one-year,0
cust-1073,69,35,112.56,one-year,0
cust-1074,46,12,65.18,one-year,0
cust-1075,50,43,28.08,two-year,0
cust-1076,33,40,96.99,month-to-month,1
cust-1077,24,44,65.06,one-year,0
cust-1078,56,46,78.28,one-year,0
cust-1079,45,7,101.93,one-year,1
cust-1080,65,38,26.79,one-year,0
cust-1081,48,10,116.31,two-year,0
cust-1082,64,36,63.89,one-year,0
cust-1083,61,53,77.80,month-to-month,1
cust-1084,52,17,113.11,month-to-month,0
cust-1085,40,36,59.92,two-year,0
cust-1086,73,64,35.15,two-year,0
cust-1087,27,61,57.32,one-year,0
cust-1088,20,3,67.67,two-year,0
cust-1089,72,65,86.96,one-year,0
cust-1090,44,57,35.72,two-year,1
cust-1091,77,11,43.15,two-year,0
cust-1092,71,23,61.67,one-year,1
cust-1093,19,54,106.23,month-to-month,0
cust-1094,45,37,116.11,one-year,0
cust-1095,74,0,57.08,one-year,1
cust-1096,55,28,26.08,one-year,0
cust-1097,60,40,33.67,month-to-month,1
cust-1098,66,16,47.34,one-year,0
cust-1099,72,12,105.51,two-year,0
cust-1100,61,62,57.86,one-year,0
cust-1101,76,70,84.22,two-year,0
cust-1102,30,39,44.75,month-to-month,0
cust-1103,34,66,60.02,one-year,0
cust-1104,74,4,119.66,one-year,0
cust-1105,21,25,65.60,one-year,0
cust-1106,38,68,117.62,one-year,0
cust-1107,57,7,79.86,month-to-month,1
cust-1108,52,43,114.46,one-year,1
cust-1109,49,6,26.95,one-year,0
cust-1110,42,59,106.71,month-to-month,0
cust-1111,69,4,51.87,month-to-month,1
cust-1112,36,61,80.83,month-to-month,0
cust-1113,72,32,77.77,month-to-month,1
cust-1114,20,12,89.09,one-year,0
cust-1115,27,46,104.31,month-to-month,1
cust-1116,23,18,103.81,one-year,0
cust-1117,35,13,70.83,month-to-month,0
cust-1118,30,32,114.27,month-to-month,0
cust-1119,45,70,115.30,one-year,0
cust-1120,69,11,38.30,month-to-month,1
cust-1121,43,62,63.70,two-year,0
cust-1122,64,61,72.43,one-year,1
cust-1123,32,4,82.16,two-year,1
cust-1124,49,59,62.64,month-to-month,0
cust-1125,73,53,108.34,one-year,0
cust-1126,27,15,109.32,two-year,1
cust-1127,23,67,41.51,one-year,0
cust-1128,65,63,20.55,one-year,1
cust-1129,59,52,79.14,one-year,0
cust-1130,62,16,87.57,one-year,1
cust-1131,50,31,47.34,month-to-month,0
cust-1132,58,6,81.24,two-year,1
cust-1133,52,11,32.25,one-year,1
cust-1134,38,49,68.96,one-year,0
cust-1135,73,52,73.77,two-year,0
cust-1136,37,61,119.49,one-year,0
cust-1137,26,9,58.94,month-to-month,1
cust-1138,45,46,24.68,one-year,0
cust-1139,60,52,66.36,month-to-month,1
cust-1140,36,37,29.94,two-year,0
cust-1141,44,33,107.60,month-to-month,0
cust-1142,50,9,31.92,month-to-month,1
cust-1143,25,10,89.32,one-year,0
cust-1144,66,56,87.67,one-year,0
cust-1145,34,38,113.32,month-to-month,0
cust-1146,54,49,76.79,month-to-month,1
cust-1147,40,51,87.41,one-year,0
cust-1148,28,69,117.69,one-year,0
cust-1149,54,29,27.68,one-year,1
cust-1150,18,10,102.30,month-to-month,0
cust-1151,54,20,69.44,two-year,0
cust-1152,47,2,104.94,one-year,0
cust-1153,60,33,110.41,month-to-month,0
cust-1154,23,39,96.17,two-year,0
cust-1155,72,4,75.90,two-year,1
cust-1156,51,39,32.93,two-year,0
cust-1157,48,38,23.78,month-to-month,0
cust-1158,54,8,79.17,two-year,1
cust-1159,31,41,46.65,month-to-month,0
cust-1160,19,6,73.19,month-to-month,1
cust-1161,46,65,74.70,two-year,1
cust-1162,61,60,46.65,one-year,0
cust-1163,70,37,89.71,one-year,0
cust-1164,77,52,52.96,month-to-month,1
cust-1165,24,62,53.65,two-year,1
cust-1166,58,56,22.21,one-year,0
cust-1167,61,1,119.65,two-year,1
cust-1168,22,42,100.77,two-year,0
cust-1169,71,11,65.79,month-to-month,0
cust-1170,19,57,78.38,month-to-month,0
cust-1171,56,13,20.88,one-year,0
cust-1172,37,22,48.96,one-year,0
cust-1173,40,10,45.85,month-to-month,0
cust-1174,62,28,76.08,month-to-month,0
cust-1175,71,30,78.92,month-to-month,1
cust-1176,47,45,41.00,two-year,0
cust-1177,22,66,117.14,month-to-month,0
cust-1178,56,68,118.02,month-to-month,1
cust-1179,58,71,117.63,month-to-month,0
cust-1180,62,31,60.55,one-year,0
cust-1181,33,20,95.81,month-to-month,1
cust-1182,20,51,37.97,two-year,0
cust-1183,43,20,55.27,month-to-month,1
cust-1184,62,26,28.75,two-year,0
cust-1185,22,7,36.93,month-to-month,0
cust-1186,63,56,58.19,month-to-month,0
cust-1187,57,30,58.37,two-year,0
cust-1188,72,50,44.54,month-to-month,1
cust-1189,58,35,105.95,one-year,0
cust-1190,44,69,38.88,month-to-month,1
cust-1191,50,49,41.98,one-year,1
cust-1192,70,40,115.37,one-year,0
cust-1193,24,17,80.24,two-year,0
cust-1194,67,9,97.04,one-year,0
cust-1195,31,61,82.47,one-year,0
cust-1196,42,38,24.84,one-year,0
cust-1197,54,67,94.32,one-year,0
cust-1198,54,67,64.47,month-to-month,0
cust-1199,19,2,63.18,two-year,1
cust-1200,19,71,96.55,two-year,0
cust-1201,53,49,34.26,one-year,0
cust-1202,63,52,99.16,two-year,0
cust-1203,59,17,78.10,two-year,0
cust-1204,53,54,40.17,two-year,0
cust-1205,71,63,62.97,one-year,0
cust-1206,45,37,98.76,month-to-month,0
cust-1207,48,45,82.66,two-year,0
cust-1208,61,12,54.26,month-to-month,0
cust-1209,61,56,25.90,month-to-month,1
cust-1210,67,60,29.11,month-to-month,0
cust-1211,20,35,43.54,two-year,1
cust-1212,48,46,111.44,two-year,0
cust-1213,39,6,22.24,month-to-month,1
cust-1214,59,47,75.70,month-to-month,0
cust-1215,77,39,48.13,two-year,0
cust-1216,71,42,80.21,month-to-month,0
cust-1217,39,3,83.76,one-year,1
cust-1218,44,52,50.16,two-year,0
cust-1219,55,32,97.46,two-year,0
cust-1220,65,12,77.45,one-year,0
cust-1221,30,53,78.92,two-year,1
cust-1222,36,54,71.25,month-to-month,1
cust-1223,47,33,37.55,one-year,0
cust-1224,51,19,57.97,month-to-month,1
cust-1225,73,45,116.42,one-year,0
cust-1226,62,19,23.56,two-year,0
cust-1227,32,67,57.22,two-year,0
cust-1228,24,42,41.39,month-to-month,0
cust-1229,27,26,107.03,one-year,0
cust-1230,56,5,42.45,two-year,1
cust-1231,67,36,62.39,one-year,1
cust-1232,46,15,22.69,month-to-month,1
cust-1233,22,6,74.70,two-year,1
cust-1234,74,11,42.26,month-to-month,1
cust-1235,32,29,114.76,one-year,0
cust-1236,21,53,105.82,two-year,0
cust-1237,66,64,84.54,two-year,0
cust-1238,32,14,114.31,month-to-month,0
cust-1239,48,69,84.64,month-to-month,0
cust-1240,64,4,89.75,one-year,0
cust-1241,72,40,42.72,two-year,0
cust-1242,76,24,70.00,month-to-month,0
cust-1243,35,40,51.74,two-year,0
cust-1244,31,23,62.09,two-year,0
cust-1245,18,38,89.36,month-to-month,0
cust-1246,48,3,107.65,month-to-month,1
cust-1247,74,3,39.65,one-year,0
cust-1248,39,49,21.61,one-year,0
cust-1249,58,54,64.13,two-year,0
cust-1250,36,61,60.45,month-to-month,0
cust-1251,57,58,34.92,two-year,0
cust-1252,23,10,45.21,one-year,0
cust-1253,70,16,73.78,two-year,0
cust-1254,31,14,57.01,one-year,0
cust-1255,33,8,22.51,two-year,0
cust-1256,38,67,53.78,two-year,0
cust-1257,23,10,20.37,month-to-month,1
cust-1258,30,15,90.80,one-year,0
cust-1259,52,5,72.14,two-year,1
cust-1260,30,47,81.70,two-year,0
cust-1261,68,37,42.20,two-year,0
cust-1262,73,70,72.30,month-to-month,0
cust-1263,22,46,45.26,two-year,0
cust-1264,20,23,86.62,month-to-month,0
cust-1265,35,28,81.37,two-year,0
cust-1266,52,70,33.83,two-year,0
cust-1267,64,57,116.66,two-year,0
cust-1268,56,43,84.98,two-year,1
cust-1269,52,14,87.70,two-year,0
cust-1270,71,12,86.59,month-to-month,0
cust-1271,55,47,44.59,two-year,0
cust-1272,35,66,78.11,one-year,1
cust-1273,56,58,102.79,month-to-month,0
cust-1274,47,30,26.43,month-to-month,0
cust-1275,51,62,115.89,month-to-month,0
cust-1276,67,56,30.90,month-to-month,0
cust-1277,63,61,76.02,one-year,1
cust-1278,35,15,98.03,two-year,0
cust-1279,52,63,57.56,one-year,0
cust-1280,33,46,37.46,two-year,0
cust-1281,29,10,89.32,two-year,0
cust-1282,70,6,63.09,one-year,1
cust-1283,51,26,70.45,month-to-month,1
cust-1284,77,71,66.88,two-year,0
cust-1285,68,68,111.42,one-year,1
cust-1286,61,3,119.48,month-to-month,1
cust-1287,38,5,92.91,month-to-month,0
cust-1288,71,49,49.51,two-year,0
cust-1289,23,47,69.98,month-to-month,1
cust-1290,55,30,70.87,one-year,1
cust-1291,77,44,93.51,one-year,0
cust-1292,25,8,118.63,one-year,1
cust-1293,55,47,51.58,one-year,1
cust-1294,23,6,43.95,two-year,1
cust-1295,39,35,73.62,one-year,0
cust-1296,35,52,100.66,month-to-month,0
cust-1297,73,44,80.47,one-year,0
cust-1298,61,41,79.85,one-year,1
cust-1299,19,26,113.45,month-to-month,0
cust-1300,41,46,74.35,one-year,0
cust-1301,69,37,103.16,two-year,0
cust-1302,61,8,87.58,two-year,1
cust-1303,19,12,110.73,one-year,0
cust-1304,26,56,109.82,month-to-month,1
cust-1305,53,54,43.02,two-year,0
cust-1306,37,59,78.26,month-to-month,0
cust-1307,56,64,38.29,two-year,0
cust-1308,31,67,116.28,two-year,0
cust-1309,67,40,23.16,month-to-month,1
cust-1310,69,17,65.08,two-year,0
cust-1311,56,36,65.93,one-year,0
cust-1312,52,67,90.90,one-year,0
cust-1313,35,51,70.75,month-to-month,0
cust-1314,34,29,81.35,month-to-month,0
cust-1315,62,37,98.67,two-year,0
cust-1316,72,45,87.51,one-year,0
cust-1317,75,70,98.34,month-to-month,0
cust-1318,19,39,67.14,two-year,0
cust-1319,49,31,92.56,month-to-month,1
cust-1320,40,55,105.42,two-year,0
cust-1321,22,52,47.67,month-to-month,0
cust-1322,34,29,81.46,two-year,1
cust-1323,77,62,37.53,two-year,0
cust-1324,25,56,95.49,one-year,0
cust-1325,31,47,110.64,two-year,0
cust-1326,66,15,77.23,month-to-month,0
cust-1327,28,29,117.27,month-to-month,0
cust-1328,40,10,115.14,two-year,0
cust-1329,59,17,49.58,one-year,0
cust-1330,75,21,47.69,month-to-month,0
cust-1331,63,40,97.66,month-to-month,0
cust-1332,27,48,45.09,one-year,0
cust-1333,48,59,74.88,one-year,0
cust-1334,32,33,42.08,two-year,0
cust-1335,32,33,59.39,two-year,0
cust-1336,67,23,23.68,two-year,1
cust-1337,18,65,99.08,month-to-month,0
cust-1338,70,55,45.56,one-year,0
cust-1339,33,32,116.91,two-year,0
cust-1340,48,38,97.22,one-year,0
cust-1341,74,64,48.48,one-year,0
cust-1342,75,8,98.16,one-year,0
cust-1343,49,37,47.68,month-to-month,0
cust-1344,71,66,35.94,two-year,0
cust-1345,22,34,98.73,month-to-month,0
cust-1346,38,53,26.32,two-year,0
cust-1347,36,54,91.59,two-year,0
cust-1348,76,4,62.85,month-to-month,1
cust-1349,68,5,91.40,month-to-month,1
cust-1350,71,65,73.91,two-year,0
cust-1351,22,29,117.82,one-year,1
cust-1352,60,71,110.52,two-year,0
cust-1353,38,50,38.04,month-to-month,0
cust-1354,61,32,117.00,two-year,0
cust-1355,31,53,105.54,two-year,0
cust-1356,51,21,27.25,two-year,0
cust-1357,33,66,88.07,one-year,0
cust-1358,63,69,73.00,one-year,1
cust-1359,39,41,29.03,month-to-month,0
cust-1360,18,32,74.84,two-year,0
cust-1361,21,12,36.96,two-year,0
cust-1362,36,10,66.29,two-year,0
cust-1363,52,42,48.88,month-to-month,0
cust-1364,62,45,85.23,one-year,0
cust-1365,37,45,46.36,one-year,0
cust-1366,20,18,64.92,two-year,0
cust-1367,30,66,103.98,two-year,0
cust-1368,26,58,89.37,month-to-month,0
cust-1369,44,39,114.26,month-to-month,0
cust-1370,70,8,51.34,month-to-month,0
cust-1371,39,46,63.60,one-year,0
cust-1372,45,24,73.89,month-to-month,1
cust-1373,46,2,44.09,one-year,1
cust-1374,52,71,60.56,month-to-month,0
cust-1375,31,19,99.11,one-year,0
cust-1376,61,18,39.28,one-year,0
cust-1377,44,71,37.36,two-year,1
cust-1378,23,48,25.26,two-year,0
cust-1379,27,30,65.95,one-year,0
cust-1380,38,57,84.79,two-year,0
cust-1381,30,41,57.51,one-year,0
cust-1382,38,0,76.49,two-year,0
cust-1383,53,3,22.28,month-to-month,1
cust-1384,50,61,115.73,two-year,1
cust-1385,54,61,57.14,two-year,0
cust-1386,41,31,64.12,month-to-month,0
cust-1387,71,50,84.31,month-to-month,0
cust-1388,57,36,39.67,month-to-month,1
cust-1389,26,19,35.82,two-year,1
cust-1390,34,0,88.38,one-year,0
cust-1391,62,52,93.29,two-year,1
cust-1392,62,21,76.16,month-to-month,0
cust-1393,45,27,85.37,month-to-month,1
cust-1394,64,59,109.76,one-year,0
cust-1395,77,44,61.34,month-to-month,1
cust-1396,69,62,82.28,month-to-month,1
